id,address,email,name,phone_number,rating,website,city_id
00717b2d-d59b-4172-979c-d1f371dd6a05,118 Greenway Road,l'aubergefleurie@gmail.com,L'Auberge Fleurie,06 30165820,4,www.l'aubergefleurie.com,24aa9d86-42a0-45eb-96ba-413c9d7235bb
0088794c-f30e-4a1f-b219-92f43e1e475d,49 Forest Hill,riverfrontlodge@gmail.com,Riverfront Lodge,07 74316823,3,www.riverfrontlodge.com,ee34d06e-3c87-4a5e-a92d-342c873ad349
00889285-511b-4516-8622-ae70534b93a4,118 Riverside Street,goldenisles@gmail.com,Golden Isles,09 11091381,1,www.goldenisles.com,a3a1510d-c08f-40a9-bf33-aa20cd2daf91
008b9612-8bdb-48ef-a4e4-aab49b6e6fc5,22 Willow Street,serenityshores@gmail.com,Serenity Shores,07 12912938,5,www.serenityshores.com,833cf20a-3e61-49f9-8d54-e3a4b092ed09
0090a302-0c6f-4d75-afc5-918e22f9ac75,30 Maplewood Drive,laperledelabaie@gmail.com,La Perle de la Baie,010 86443594,1,www.laperledelabaie.com,65a17874-7a4e-477e-bc34-a8c6c64e3c01
0091c41e-1102-4522-ae19-473445d3deb3,22 Willow Street,mountainridgelodge@gmail.com,Mountain Ridge Lodge,08 79096219,5,www.mountainridgelodge.com,27eb1899-9a01-45f6-8b5b-1957130a8720
0092eae7-824c-47c4-879a-b0a9ca1cb0c6,79 Cherry Lane,lerivage@gmail.com,Le Rivage,07 17495975,2,www.lerivage.com,0d8b78e0-6481-4331-b9d7-9de8179d53c2
0097c361-ccfb-4376-a109-d37c868a301a,77 Maplewood Lane,lecygneblanc@gmail.com,Le Cygne Blanc,09 14432371,2,www.lecygneblanc.com,28445e93-36f3-4b75-b938-4cf3b59e6efa
009a97dd-dbd8-4a32-96f8-e3554566fd94,142 Lake Road,mountainviewlodge@gmail.com,Mountain View Lodge,07 62838240,1,www.mountainviewlodge.com,6974ef40-7f5b-4f07-8eb7-67c1e574f2a1
009d72d2-511e-4544-b64f-adf2d8da11cd,77 Maplewood Lane,thebluehorizon@gmail.com,The Blue Horizon,09 54368181,2,www.thebluehorizon.com,6005e5b0-9c13-4837-a67a-a22cd4d71b93
00a08442-ccf3-4ef1-9b0b-b64df34a21c9,23 Valley Road,lesdoucescollines@gmail.com,Les Douces Collines,07 59545330,3,www.lesdoucescollines.com,f9095fbe-1364-4a71-8771-8aa09fe8ef40
00a1c36d-7cfb-4181-ba05-63fcf8ab32e1,64 West End Avenue,summitlodge@gmail.com,Summit Lodge,07 43311161,5,www.summitlodge.com,196129c0-960b-499a-b27b-4f9024a8eb55
00b0f4c5-e409-43f9-a5a5-100ee8829d98,119 Willow Avenue,palmgrovehotel@gmail.com,Palm Grove Hotel,09 54346762,4,www.palmgrovehotel.com,fe63f496-872d-4096-aa05-7d4f8098d87a
00b3d268-c35d-4b14-8c2e-c0e0ea19f058,57 Riverside Drive,theroyalcrest@gmail.com,The Royal Crest,08 25994537,4,www.theroyalcrest.com,2aa07bd0-bd6f-4e90-b7d2-d4033d7d3fd0
00bb386d-4a05-4469-92e7-f7441e75c9c3,119 Willow Avenue,azureview@gmail.com,Azure View,09 49649196,1,www.azureview.com,98bc3cbe-396e-4d82-8b07-be3f7706f254
00c1020b-36bc-48d3-b831-5b707b7e5bad,62 Eastwood Avenue,lebelvédère@gmail.com,Le Belvédère,010 40730489,3,www.lebelvédère.com,7c2c3ab0-3e48-4740-8fd0-c39c6bfd3ed6
00c776ab-fd71-4d32-87ae-52fc9a91f0c3,55 Northbrook Lane,bluelagoonresort@gmail.com,Blue Lagoon Resort,08 24531195,5,www.bluelagoonresort.com,59b32aff-c7ec-42b5-8736-691ea21ae5d9
00cc6e7a-b19d-4adf-95bf-1e7b6c6a60b0,34 Hill Road,thecoralreef@gmail.com,The Coral Reef,010 54421237,2,www.thecoralreef.com,683dcf62-b23e-4ea0-a978-a4dd0326b836
00e0f300-1176-4a74-9324-09d4bab58cb0,56 Valley Avenue,mountainviewlodge@gmail.com,Mountain View Lodge,07 44591354,3,www.mountainviewlodge.com,a41966b7-f717-496f-80c9-35860ead4576
00e4908d-3c96-4c60-afcd-5411554f8d22,138 Woodland Drive,goldenpeakhotel@gmail.com,Golden Peak Hotel,010 72192702,5,www.goldenpeakhotel.com,7a0d475f-f239-4dd0-8dc7-d66fca227c7d
00e98e15-551e-4f25-a044-f0d1f9ad011d,109 Rue Saint-Honoré,lerivageémeraude@gmail.com,Le Rivage Émeraude,08 27909709,4,www.lerivageémeraude.com,3a635cd8-1a30-42a2-9b1a-f61319c50d27
00f94692-53c9-470c-8d1b-7730cc9438d1,130 Ridge Road,theharbor@gmail.com,The Harbor,08 54014693,1,www.theharbor.com,576eedf6-3416-409d-81b5-cd94c3ec2058
00ff492b-178e-4c34-abb6-8aa4dd9d1f15,55 River Road,azureridge@gmail.com,Azure Ridge,09 93031893,4,www.azureridge.com,6f0004d2-5235-4d8e-860a-f6c7807b14ec
0102db54-db73-4749-89cf-ce18ef086c59,27 Maple Court,lesvaguesbleues@gmail.com,Les Vagues Bleues,08 64064665,1,www.lesvaguesbleues.com,ea0eb5c0-03e7-4590-95d4-e5d8becd4bc4
01159bfc-f077-4545-887e-de0808022dad,44 Elm Street,silversands@gmail.com,Silver Sands,06 93765925,1,www.silversands.com,e7fe8cd4-5cf9-4695-8230-5763e03a6da6
0115cfc6-6e11-4608-854b-00d877f03e06,34 Meadow Lane,themarblearch@gmail.com,The Marble Arch,08 40694517,5,www.themarblearch.com,d1d8a4a5-02bd-4f0f-9ddf-37f08ab52046
011fd7de-3611-4052-a74b-b9849c9bd78e,103 Main Street,thecove@gmail.com,The Cove,06 23407209,5,www.thecove.com,63a41023-fb28-474c-8fff-75008f5b8903
0128226a-342e-406e-bb37-dcd6b4b1efbc,125 Cedarwood Drive,willowsprings@gmail.com,Willow Springs,010 20529643,5,www.willowsprings.com,8944fba9-e5f5-498c-907f-062f9d691171
01284bd3-9a5b-4db7-a565-857795cfbc42,59 Broad Street,hôteldelaforêt@gmail.com,Hôtel de la Forêt,07 16144465,1,www.hôteldelaforêt.com,da36c4d8-6fcf-4aa1-b2aa-db540484fdbd
013abc46-4d36-4039-9698-72484d3c90c2,74 Rue de Provence,shorelinesuites@gmail.com,Shoreline Suites,09 56830549,4,www.shorelinesuites.com,5becf553-fb0e-4bfa-bc9d-c528b925e40f
01537c2e-d831-4f48-8c51-25727a3b9760,97 Elmwood Road,bluelagoonresort@gmail.com,Blue Lagoon Resort,06 92916618,3,www.bluelagoonresort.com,292d7ea8-5eef-4c77-8e65-5b25ee6016ea
0155e5fb-50e1-4d2d-951d-c8c134141842,134 Elm Lane,legrandbleu@gmail.com,Le Grand Bleu,08 94422167,2,www.legrandbleu.com,594e391a-1f4e-4549-a8f5-5713e9b607e1
015bdfcf-fdc4-4831-b869-431cbe6e52d4,69 Willow Lane,goldensandsresort@gmail.com,Golden Sands Resort,010 34004151,1,www.goldensandsresort.com,a2bc3469-d8c6-49a2-812e-fe9158cdf9ab
016750d4-76d0-40b1-92eb-9ac5dc611f25,73 Meadow Road,citylightshotel@gmail.com,City Lights Hotel,010 73914149,1,www.citylightshotel.com,e19651c2-0365-4ad7-9205-05c756f7d8d9
01707438-45ae-4ef1-8190-cea5d422c37f,57 Pine Hill Road,theriviera@gmail.com,The Riviera,06 64499737,3,www.theriviera.com,7aad5806-307b-480d-8698-83d4dd01746c
0170e85c-7f58-4444-9074-5fdacaa4ba02,123 Birch Road,l'oasisenchantée@gmail.com,L'Oasis Enchantée,07 22164886,5,www.l'oasisenchantée.com,820497fe-c21a-4a82-aa61-374c51d13814
0172c32a-c843-462a-a51d-8406a2322307,86 Rue La Fayette,starlightinn@gmail.com,Starlight Inn,06 53109433,4,www.starlightinn.com,05eea79d-422f-4aa9-a3ea-c6c4d594d597
01742e0e-c48f-4f19-8011-319b739bc550,135 Cherry Street,sunsetbeach@gmail.com,Sunset Beach,07 30022888,2,www.sunsetbeach.com,ff894ca8-ad86-4e95-a8d8-51dab8903965
017655ed-bb3e-454d-8291-954f3b4d31e8,57 Pine Hill Road,thecascades@gmail.com,The Cascades,08 23909200,2,www.thecascades.com,95274fa7-0bd7-451d-8672-7c87ee5eef90
0176c64d-b844-4aee-bc42-1d80ccfcb9a3,77 Ocean Boulevard,oceanpines@gmail.com,Ocean Pines,010 84650218,3,www.oceanpines.com,4745cce4-976d-4e0f-aed7-2c3634655363
017744b5-3173-4bd9-8b65-aaae9d8050be,80 Cedar Avenue,coralsands@gmail.com,Coral Sands,06 56623242,2,www.coralsands.com,9d8283aa-3db0-4d80-b8c8-7d8e462b55d3
017afa09-9455-4189-b818-fc16e43bc9d8,83 Broadway,thehaven@gmail.com,The Haven,07 86344184,1,www.thehaven.com,0592c8dc-65ed-478e-8490-3cc8e5b76e47
018852aa-5bf5-4183-a905-94c0b31aa48f,123 Cedar Street,lesjardinsdumonde@gmail.com,Les Jardins du Monde,010 74963320,3,www.lesjardinsdumonde.com,a72ad66a-4c92-45a3-b0eb-5700de8eda91
01889fd5-66ec-4aea-9e69-05bcec1a8054,49 Forest Hill,lamaisondel'océan@gmail.com,La Maison de l'Océan,010 58486846,3,www.lamaisondel'océan.com,940cfd8f-aa68-4ea3-b146-c614b28042df
0193bf1a-e0bb-4241-a694-c72355c42010,77 Ocean Boulevard,leshautsdelacolline@gmail.com,Les Hauts de la Colline,09 18085303,3,www.leshautsdelacolline.com,9d1cf29b-78d2-43d8-b6a1-9bed40b4380c
019a309e-b04c-4391-9e31-66f8a03e4677,102 Edgewater Drive,lamaisonblanche@gmail.com,La Maison Blanche,07 64084206,3,www.lamaisonblanche.com,cfd1284a-1ed0-4dae-9fd5-c0ce37934717
019d98c4-0da3-4765-8d51-bd93145d2d13,106 Highland Street,theoceanpearl@gmail.com,The Ocean Pearl,07 75220506,5,www.theoceanpearl.com,9916aba6-dc1f-4ab8-92a8-dff181154122
01a04c0d-711c-4135-a706-7455c4527991,85 Northside Drive,lesîlesdelumière@gmail.com,Les Îles de Lumière,09 48193787,4,www.lesîlesdelumière.com,e8f65a21-f060-4250-a7b3-5ecbb9b2176f
01b39c90-794d-4929-a199-c68fbeeceb2f,43 Pine Avenue,lepavillonroyal@gmail.com,Le Pavillon Royal,010 75746160,1,www.lepavillonroyal.com,c9e11bca-07f0-4431-b77d-69fbea31559a
01b8dcaa-9976-4d0c-8d0c-f624b97675a8,134 Ridgeway Road,l'oasisenchantée@gmail.com,L'Oasis Enchantée,010 39910544,4,www.l'oasisenchantée.com,818ece72-3ad2-4335-b0ba-b0a99a8e424a
01b8f8fb-7545-4e87-9c04-680927e598a5,52 Mountain Road,thespring@gmail.com,The Spring,07 12897618,2,www.thespring.com,7df643ab-25f2-487a-8257-ca9a9334a846
01be451f-15b7-4cfc-88c4-94673f780338,65 Pine Street,legrandhorizon@gmail.com,Le Grand Horizon,08 73152444,4,www.legrandhorizon.com,56608744-4dab-4c03-adc7-52ab6141f592
01c4d8aa-4f20-4163-92f7-6d196b34f47d,134 Elm Lane,horizonvista@gmail.com,Horizon Vista,06 38867934,4,www.horizonvista.com,d827fca6-5bab-4165-8d53-c7b06650a1bc
01c511fa-90e0-47c9-ad0b-1648e4e15ffe,152 Rue Lauriston,shorelinesuites@gmail.com,Shoreline Suites,010 17712987,4,www.shorelinesuites.com,649fd29e-9d60-4258-b309-32694823e04e
01c899e6-ddd7-41bb-861c-8b5ff7b1a72f,48 Rue de Montmartre,lakesideinn@gmail.com,Lakeside Inn,010 55152169,3,www.lakesideinn.com,c83887e3-d2a7-4bdd-9735-b40815892d9f
01caaf7b-03af-401f-9710-60d6a4d837ca,109 Brookside Drive,lerefugedescollines@gmail.com,Le Refuge des Collines,09 74691450,3,www.lerefugedescollines.com,b1a1ac04-9531-4b12-b22a-65b4d02bfb30
01d21515-3fa3-4451-8589-eee998c15b59,88 Northview Drive,thebelltower@gmail.com,The Bell Tower,09 23460361,3,www.thebelltower.com,814696e9-0eec-4f9c-9bd3-f40103d0d722
01d668b0-c8a2-438a-9bc3-ba0c9fd1b9c3,101 Grand Avenue,lesrochersd'or@gmail.com,Les Rochers d'Or,08 90878431,3,www.lesrochersd'or.com,2773cf4d-9f14-4e92-a08f-e37fdc9a5afb
01d70982-3503-4ec2-9f9c-fc726540a456,95 Rue Cardinet,l'oasisenchantée@gmail.com,L'Oasis Enchantée,06 14729380,2,www.l'oasisenchantée.com,f97b56e1-2966-4eb6-bb2c-4f8c1ae2001c
01e2cb7a-a089-4a95-abc4-dde00b7b50a6,69 Willow Lane,sunsetpines@gmail.com,Sunset Pines,010 78570758,5,www.sunsetpines.com,725e7752-2604-439c-b39c-5c4b504c260d
01e39b07-3981-450f-9fdb-6e4139a3076d,69 Brook Road,horizonvista@gmail.com,Horizon Vista,09 84402118,2,www.horizonvista.com,c979e8d3-3069-48f5-97de-6aae19aa0ccf
01e6f04c-e69a-450c-ace3-c153fc5e8934,22 Willow Street,leshorizonsbleus@gmail.com,Les Horizons Bleus,06 76676147,1,www.leshorizonsbleus.com,4e09a6e0-8b64-48cb-ac9a-973e8f8ef71b
01e8ea90-d9ce-43fc-8695-a8807907031b,96 Avenue de la Grande Armée,lepavillondesétoiles@gmail.com,Le Pavillon des Étoiles,09 43842920,4,www.lepavillondesétoiles.com,811c5a5f-169d-46e0-9897-f514c138fc7b
01e99e28-b584-461e-8b57-d800c59e67d7,120 Fifth Avenue,themarblearch@gmail.com,The Marble Arch,010 68621726,4,www.themarblearch.com,91950b8c-1e52-4ee7-b4ab-f6dc3fddf7c3
01f944c4-97d5-45f9-9293-5a9144534aaf,88 Eastview Drive,lesîlesdelumière@gmail.com,Les Îles de Lumière,010 81820031,2,www.lesîlesdelumière.com,fc55ad01-c568-43bb-82bd-2437110d73bc
01f9f7ff-1c5c-42f3-9931-b22158d2ca42,92 Highland Road,lakeviewretreat@gmail.com,Lakeview Retreat,08 55444727,4,www.lakeviewretreat.com,3ed0b99a-c297-4003-83ff-22cf39eed2b2
01fb3327-3759-4a0f-ad36-ace0fe636cf3,64 Grandview Avenue,thegrandchateau@gmail.com,The Grand Chateau,010 28131534,1,www.thegrandchateau.com,cc10f9aa-2cfc-4421-a1b1-45355e7c8e90
02005347-28ce-4b12-b28a-d93a9a9213fb,120 Fifth Avenue,themapleridge@gmail.com,The Maple Ridge,09 42227563,1,www.themapleridge.com,5f97f9cc-b52a-459b-ba42-f66c8830a34d
02093145-2b19-4fc8-92cb-f1bd51ee6175,75 Hilltop Street,orchidinn@gmail.com,Orchid Inn,07 39258182,1,www.orchidinn.com,15aa4aac-98c7-4d5d-84eb-46107638dd59
020a946a-e463-4f93-94f7-d0c1f84e5797,106 South Road,lesîlesdorées@gmail.com,Les Îles Dorées,08 98317902,3,www.lesîlesdorées.com,bd061466-961f-4881-8c0a-6e3a7ed42d0c
020c8079-f7e7-48d2-a229-3a6478c28553,89 Main Road,thefountaininn@gmail.com,The Fountain Inn,010 73543721,3,www.thefountaininn.com,a9c3555d-6601-4aca-821f-6ce12be7e754
020ea710-0ce2-4dff-9aaf-7ceb76031d25,118 Riverside Street,sunflowerinn@gmail.com,Sunflower Inn,08 92133732,2,www.sunflowerinn.com,fa342b9c-3250-46b7-bda6-0323ec9ff1dc
02118daa-9af2-4d4a-a225-7be160232203,69 Brook Road,moonlightbay@gmail.com,Moonlight Bay,010 61842854,5,www.moonlightbay.com,3326d80b-4787-4fbd-8a9a-0108fd63e5c7
0214002f-904d-4ec2-835c-6ecb01d10a48,99 Maple Drive,azureridge@gmail.com,Azure Ridge,010 59077835,2,www.azureridge.com,b62761ff-fa08-46cc-8d49-36b7f9d7c792
021c51d4-547c-4bd6-b0bb-cefe148ddbaf,105 Riverwalk Drive,hôteldescèdres@gmail.com,Hôtel des Cèdres,07 50715305,4,www.hôteldescèdres.com,0e3e8e81-37a6-48e8-b7cb-2bdd19dd9500
02277743-38a7-4440-87f5-de20e1991766,123 Cedar Street,hilltopinn@gmail.com,Hilltop Inn,06 96947004,2,www.hilltopinn.com,c88e8948-75eb-424a-b8fa-7da1daf00fa3
022a31dd-2ed8-4cb2-bb3e-bfa34541f312,121 North Hill Drive,theaurora@gmail.com,The Aurora,09 47862977,2,www.theaurora.com,9d958b3b-da86-42a9-8941-ba8e89fa3dc0
022e3458-6745-44b2-8d84-ea62f91a2585,55 River Road,lamaisondel'océan@gmail.com,La Maison de l'Océan,08 16588144,5,www.lamaisondel'océan.com,80dae2e5-de88-4c75-9923-fed172d488c9
022f811c-4ad3-453e-a083-41559b23b66e,26 Avenue Mac-Mahon,thecascades@gmail.com,The Cascades,07 36108424,5,www.thecascades.com,3e794708-fe43-453a-b098-7d72694cef27
0231b0ec-586c-4297-88d2-257004304e09,116 Avenue du Général Leclerc,lessourcescristallines@gmail.com,Les Sources Cristallines,08 43295449,1,www.lessourcescristallines.com,f15243cf-bac1-48c4-b818-1158740fc232
0234d29a-f152-4353-b6dd-e36ebcc81247,111 Orchard Road,gardenview@gmail.com,Garden View,06 25805926,4,www.gardenview.com,1538775f-2cc1-4bab-98f3-d2c2b84cb50b
0237faf3-3c0f-40b2-bc91-34362ba39614,18 Grand Street,hôteldelarivière@gmail.com,Hôtel de la Rivière,06 27867786,5,www.hôteldelarivière.com,9ffeab39-86d6-459d-8203-0785fd1d8cf5
023d046c-4a07-4e89-9513-a29e478b5de5,125 Brookside Avenue,hôteldescèdres@gmail.com,Hôtel des Cèdres,09 43369966,3,www.hôteldescèdres.com,b784c15f-b87d-404a-81e9-25eb983532a0
02402211-4cfb-4dda-a274-47d6b94d4bde,146 Willow Avenue,palmgrovehotel@gmail.com,Palm Grove Hotel,010 83354331,2,www.palmgrovehotel.com,3a846554-9b1a-48cf-b850-bdf350dbf992
02469fb0-8878-4c3c-94ce-22a00596b0f3,112 Birch Avenue,lesvoilesblanches@gmail.com,Les Voiles Blanches,07 44965558,3,www.lesvoilesblanches.com,08d83762-d9dc-40f7-8fc9-452c4ddd1f60
024a9c16-1ad2-466e-bf61-3efff1542184,134 Elm Lane,oceanpines@gmail.com,Ocean Pines,07 10228884,3,www.oceanpines.com,0f1e977c-eeb9-4613-82fa-8b8d7e73467d
024c914b-8834-4069-832c-ab3d1eed716a,119 Riverside Avenue,lesrivestranquilles@gmail.com,Les Rives Tranquilles,010 99934473,4,www.lesrivestranquilles.com,08700c56-f12d-4b4f-bfc1-30f3865d5444
0253dffa-2456-49eb-b1bb-0e81cd69698b,105 Pinecrest Road,l'étoilefilante@gmail.com,L'Étoile Filante,08 10659996,5,www.l'étoilefilante.com,dbdd6829-8e74-4309-8cfa-ac1e9535e8aa
0254aa4c-51df-4a18-a0c8-673ef8419691,131 Oak Hill Road,lepetitmanoir@gmail.com,Le Petit Manoir,06 38367371,1,www.lepetitmanoir.com,2fe0bca0-aa26-425f-a7bf-6c68ac47b2b6
025e8a50-cca1-4178-aaa0-246c0e3e586a,132 Oak Hill Road,lesrivesduciel@gmail.com,Les Rives du Ciel,07 89367610,5,www.lesrivesduciel.com,d65ffbde-230e-4632-9c37-0bd803fc380a
0263c2ba-aef6-4310-9db2-bd20333038ef,119 Willow Avenue,greenvalleyresort@gmail.com,Green Valley Resort,09 55304694,2,www.greenvalleyresort.com,e66dd9ad-f6b9-4668-a2f2-23b927586431
0264c292-0279-44e2-9806-63ae237bfd19,83 Broadway,theenclave@gmail.com,The Enclave,010 88617365,2,www.theenclave.com,8a50c687-0a3b-4eec-885d-2fa9dfd4c8d1
02665a96-ea00-4a6d-a5b8-698cf79f29b0,55 Northbrook Lane,mountainviewlodge@gmail.com,Mountain View Lodge,08 30515660,3,www.mountainviewlodge.com,0266dad4-1b66-4190-bae9-012c73c9f026
026995e2-22de-4459-af2a-4122b5cc28a1,100 Oakwood Lane,hôteldelaforêt@gmail.com,Hôtel de la Forêt,07 30654165,5,www.hôteldelaforêt.com,89997b00-593e-48bd-b424-f9fab39cfa01
026d8571-cf9b-4567-a9da-9dbaaaa76c96,49 Forest Hill,hôteldelaforêt@gmail.com,Hôtel de la Forêt,010 38593518,3,www.hôteldelaforêt.com,de0197ba-44b5-47df-a356-58924cd4ed4b
027260ef-551f-4cb7-ae4e-04ea553a3210,112 Birch Avenue,l'étoilefilante@gmail.com,L'Étoile Filante,09 12493927,4,www.l'étoilefilante.com,7e1f12b9-6e4a-4e30-822c-ea62938647c7
0274c9cb-3be4-42eb-94e1-c20cdd7830b8,87 Spring Street,l'escapadedusud@gmail.com,L'Escapade du Sud,09 34574363,3,www.l'escapadedusud.com,1204a87c-4d9e-4c4d-a150-f002c82f0f9a
028d8ec7-d865-414f-b3f4-4b388423a976,56 Valley Avenue,legrandbleu@gmail.com,Le Grand Bleu,09 64904584,2,www.legrandbleu.com,23cbfe34-01ba-4804-972d-244e690c5c95
02931268-fbfc-402e-a9ae-361a6a27cf1e,67 Sunset Lane,hotelroyalpalace@gmail.com,Hotel Royal Palace,08 34343761,1,www.hotelroyalpalace.com,52307cdd-b9e1-4f63-9eea-f0f92abb83ec
