id,code,icao,name,aircraft_id
05aa98d3-99ef-41b7-8b9d-72f11b8592bc,ZO,ZOM,Zooom,b9506819-369e-4f17-9305-2abec0cffb5f
05ac678a-477b-44b6-9de3-18aa5bec7cfc,8F,STP,STP Airways,d1979a0c-a43e-482b-afff-697e42c18741
05b5698e-a642-4b38-9e2f-857492098d86,C3,CTW,Cargo Three,c8305600-ddc8-457c-b1c1-3898aad81caa
05ca9d07-8535-4ad5-a075-2d84a31b4fb5,AF,AFR,Air France,325b2bf4-a682-40a1-ae0f-fc03ce29dffe
05cf0ae8-4e2b-442a-badc-5e8e42798c2b,R9,MUI,Transair,232751af-7aa4-4242-9f1f-4a276fd81daf
05eff114-7d65-496d-83d4-4525a6e96d93,3Z,TVP,Smartwings Poland,92317668-392c-458d-94a3-ed8884b931ce
06121871-f848-4fc7-a504-08c3cf524dd9,H4,HYS,HiSky Europe,4c89c5df-53dc-40af-bd6a-03be54b03efc
06204991-12ea-4cb4-b983-1b6f33c919e9,NY,FXI,Flugfelag Islands,7a82e98c-21de-47fa-9cf3-a64354477064
0677c180-450f-4639-8425-e6650d69a4b7,RC,FLI,Atlantic Airways,ab6545e3-dffb-493a-aa02-16473dbc4c68
0696dd31-3c78-49f2-b4f0-24438ec5766a,,FNY,France - Navy,ad116880-17d9-4623-b6fb-dba4aeceb17f
0697b8d0-1109-4924-9bae-8e20a50a1713,,OLV,AirStar Charter,70793c95-c5b2-40c3-b7fe-f0d349510736
06a93d48-2baf-4504-a2d6-08c55fdf3f0a,2J,VBW,Air Burkina,bf6eb564-8fe1-44bf-900c-1a9c920708da
06c80ab2-7336-4e7c-965c-468921fddda4,EH,AKX,ANA Wings,bf6f553e-9f90-437a-b5a9-3c2ca303b661
06cbf96c-43be-4519-a416-ce89dc3e7717,,JXA,Jet Access Aviation,33947f2a-dc5d-44ef-834b-63dd3c02e618
06f5f770-23c2-47aa-a5ec-d5507330f6a1,Y8,YZR,Suparna Airlines,f9be3175-950c-4970-b960-ac852cc2da91
070aea27-a51c-4c87-b703-5327ffe783bd,CU,CUB,Cubana,b9506819-369e-4f17-9305-2abec0cffb5f
072feec3-0ddf-41c9-8369-86be714294ad,,NWF,Northwest Flyers,2f236568-8167-4159-b1a5-e17f2e2fb83a
073f9be0-c237-4d61-9387-3f60dac8f7ad,TP,TAP,TAP Air Portugal,d7f61863-39a0-4ee7-b939-f6649de7dbd0
0751ee1f-4090-486f-90bd-1f7b370e6e5f,,VCG,Catreus,64e5cee1-96a0-4b1f-9f15-fd8f29fe491f
0792f19d-f6f3-4d5c-a2a8-9bdee7031348,,NOV,Nova Airways,a344d354-999e-471c-8847-6ff9543f167c
079af2e7-9d98-43b1-9d03-d7c87bffb0b0,,EPI,Epic Flight Academy,ad11a97d-9743-43be-9ed5-76e97eff93a3
07c55b27-cd7d-4ed6-8497-77c61a13e0c1,TT,BIX,Braathens International Airways,7a9f5283-9df2-4c23-a512-032f694a1010
07e52b26-d0c7-44e1-adb3-7db9ce3f72ae,N2,NIG,Aero,9268a125-613d-42c5-82b3-9bbca00f3324
07ec8902-3d1e-4637-a0d3-2895a7be8103,,RLT,Real Tonga Airline,0c730dd2-fd3a-4fb5-bcf2-c09f197532cc
08035eb7-8d16-43de-a01c-0ec143fdbcc3,,BDF,Surveillance Australia,5537ccfb-0377-4acc-aa7b-5a5584aa1b49
08db548d-6841-49e3-a3d7-ffffbbf185e9,8K,KMI,K-Mile Air,479f2825-4990-4e34-91d8-7f6366185c08
09028c84-8023-4566-b665-1bf6a16f9d10,SC,CDG,Shandong Airlines,1eb4c20b-4f64-4249-bb68-0d83b74502af
094ba6aa-6c21-4f7b-80aa-63592b4c05b8,MJ,MYW,MyWay Airlines,cc064b7d-3089-4c69-b2f5-b47cf83ac4a4
0989b4b9-ed8c-4e27-badb-d011e9fb8053,,LUC,Albinati Aeronautics,d7b36060-5b05-460b-9d20-324dd343e05d
09a60b55-de6b-4209-a697-a4919fd7864d,,JIT,Jet It,a344d354-999e-471c-8847-6ff9543f167c
09ae947e-3e07-4aea-8740-bd5f50b21650,,KAZ,Comlux Kazakhstan,92317668-392c-458d-94a3-ed8884b931ce
09c9507a-afaa-4d71-8a3d-f1e540f7d80e,LF,VTE,Contour Aviation,eac44a30-be6b-4656-8ab7-b3491d50f865
09effcf9-376b-4ac1-97f0-65555c72aa90,,ITL,Italfly,0e919774-1941-4106-9509-a6ff216b6b42
0a173961-dbd3-4eb7-a37f-6beeddde6083,PS,AUI,Ukraine International Airlines,eac44a30-be6b-4656-8ab7-b3491d50f865
0a18d80d-7b3e-4804-bddb-9d9f2c6304d1,,CSI,CSI Aviation,a5012248-47a9-446b-9c50-dd024dbf9cf7
0a2d657e-3aa2-4a7a-bc51-d8b8e64655b7,,EPE,Air Eagle,c4be09d8-a952-4f14-b7c9-5f754d20db98
0a3dc0c7-aadb-4dc8-bfb1-511d4a94eb15,JI,AAG,Armenian Airlines,9dc4ba5f-af78-43b6-ac08-9e3f6e84ea1b
0a3e33a4-2224-481d-951e-2dabde97edeb,HR,HHN,Hahn Air,6f535a36-1c42-4e01-bb3b-fdd791027512
0a5da6e4-4805-4e71-84fd-19b098f1132a,,JON,Jonair,a344d354-999e-471c-8847-6ff9543f167c
0a6cd68e-a0ae-4f92-8965-50f0e61d3b29,IS,SHI,Sepehran Airlines,f9be3175-950c-4970-b960-ac852cc2da91
0aa05fa5-604d-40b8-a538-c723d5274682,A4,AZO,Azimuth,b247e602-567e-433d-94bf-53872a313b2f
0ab602b9-7d27-4c2c-8aa5-9c31121a6bb2,,KSF,Kent State University College of Aeronautics,70793c95-c5b2-40c3-b7fe-f0d349510736
0abcd1a5-5f3f-48bd-a26d-a7e632757e32,,CDQ,Chodang University,786769aa-0be0-4a8b-a156-7c8173b7115d
0ac0a627-1a8d-4d2b-aab9-f6f9346f447f,SF,DTH,Tassili Airlines,d7f61863-39a0-4ee7-b939-f6649de7dbd0
0afb0031-12cd-43f3-bef1-b50fc7b0da2c,JK,ACL,AerCaribe,b84ed933-efac-4a76-b1ff-612b8e0c341f
0b166ec4-a469-47b1-b9a9-1d106ccfca2d,SM,MSC,Air Cairo,f9be3175-950c-4970-b960-ac852cc2da91
0b3d084a-fcab-450e-acf1-90f56c2f8cbe,,VVV,Valair,c95afb73-8896-4a4b-af81-483d23915bb3
0b997fc4-5e4d-4afe-a288-497eb1fe2732,2K,GLG,Avianca Ecuador,a0cfe6c9-e2b5-4b12-b42e-e00af74f4abf
0bb3f3d5-6c0c-474a-8b8a-0057e6382553,,ETP,QinetiQ / Empire Test Pilots School,6f535a36-1c42-4e01-bb3b-fdd791027512
0bd2a747-eb24-466c-b2df-b88d1155654d,,REE,Exclusive Aviation,e9440fd1-1056-4252-afc6-0b185042190a
0bd69ae0-f2b9-4dda-86b4-ac3f08da08e2,5Y,GTI,Atlas Air,b247e602-567e-433d-94bf-53872a313b2f
0be74eb6-2811-4a9c-a05b-fd068f9fd922,,RTO,Rectimo Air Transports,ca7e7b55-33df-48bc-805a-37027da27334
0bede10f-5334-4d93-b4f1-5999d6e0d175,,OMD,Nomadic Aviation,45576e2d-59b4-40f6-8346-362caebefa0c
0c6da015-fb4e-481e-a61d-2fbea1441ee3,E4,ENT,Enter Air,0c8da3df-da20-44c6-9da1-270c48042907
0c70a77c-3305-49c5-acd9-d3724d62ce5e,,TLJ,Thalair,2aa2a4a2-c9d9-4109-bf08-f482feb0641b
0c781570-667e-41e9-a588-151467ece784,Z0,UBT,Norse UK,eac44a30-be6b-4656-8ab7-b3491d50f865
0c78510b-ba3d-4e9a-8279-d6b3d9c9ff36,,CAK,Southwest Aircraft Charter,d292de82-6ae2-4d34-8ab3-5de0d1ca20cb
0ca3bd28-6dcd-4496-8559-a2329b35ef0d,4M,MGH,Mavi Gok Airlines,479f2825-4990-4e34-91d8-7f6366185c08
0cb6644b-5c55-4d37-90b9-a27fcb2ee045,MD,MGY,Madagascar Airlines,49fc686e-5335-403b-8f33-680e955c2bc7
0cf59c37-af1a-4012-a1bc-9e57ef3d31ce,,VVT,Aviatsa,8fa19a99-d710-438c-bd0d-0ad9ee968595
0d11a421-35c9-4ab6-87bc-6a3051d55020,,GEO,AMS Airlines,2f236568-8167-4159-b1a5-e17f2e2fb83a
0d5a0b08-4cda-4e2d-b64f-b331caaf3112,U5,SEU,SkyUp MT,1eae12c3-9008-413d-96e1-32479d9cd002
0dafa8bf-e9dc-4946-9ca3-59279346bb7d,,BTZ,Bristow US,45576e2d-59b4-40f6-8346-362caebefa0c
0e018d36-884b-4fb9-8128-225acb6d6142,RU,ABW,AirBridgeCargo Airlines,70a58408-37cb-44e4-b098-cb3410b096db
0e1a65ea-60e9-4158-92d3-f6c76cd92e09,,MZY,Mermoz-Academy,61fa880c-e27a-40fa-b4b6-da12434f36fe
0e242f4f-c254-46d0-b869-066c6d75853d,JL,JTL,Jet Linx Aviation,b247e602-567e-433d-94bf-53872a313b2f
0e2a37c6-53a8-4497-a619-ac26e7a48207,AL,ALD,Air Leisure,f7b66762-95cc-4822-9dee-3f98e7cc0c83
0e2b8797-3d2c-4d11-8c14-a86052f3f46b,,DZR,Midwest Aviation,bf6eb564-8fe1-44bf-900c-1a9c920708da
0ece70b2-53d0-4a39-b7b2-8ba0c9c1f9b9,,ONT,Canada - Ontario Ministry of Natural Resources,232751af-7aa4-4242-9f1f-4a276fd81daf
0ed02b50-4df8-4b37-b78d-46246f0db2c5,AE,MDA,Mandarin Airlines,d7f61863-39a0-4ee7-b939-f6649de7dbd0
0edf8bc2-34b9-4dd8-bc78-27b0c3782e8c,,MJS,Aircharters Worldwide,0c730dd2-fd3a-4fb5-bcf2-c09f197532cc
0ee77476-a329-4d3d-8d67-e82ae961fc2b,,EWZ,East Wing,307bbd25-f36a-4632-bb19-867776e5f4d4
0f35f009-a9da-414b-b2b5-22bbf62c32fc,,BYB,Spot Jet Services,49fc686e-5335-403b-8f33-680e955c2bc7
0f3a25e4-2508-4c81-a712-65b48df66374,,KOW,Baker Aviation,ce8a2b6d-b0fd-4a46-b231-8a96e39dfef5
0f44f06e-6c7d-46d1-b3a4-e2db86e9bcc1,6G,RLX,Go2Sky,bf6f553e-9f90-437a-b5a9-3c2ca303b661
0f6787ab-d1e3-4aa7-a7c3-3948e725baf5,,NHZ,NHV Helicopters,d292de82-6ae2-4d34-8ab3-5de0d1ca20cb
0f6dc8fd-ddf0-452c-ae74-e5f50c44fddc,,PWR,Quanta Aviation Services,45576e2d-59b4-40f6-8346-362caebefa0c
0f9150b7-a3d6-452b-a50c-23a78691cf55,7Y,MYP,Mann Yadanarpon Airlines,6d82e450-ea5f-49bf-92c8-f1cae6aaba34
0faa79fb-eef1-40e8-a8e7-e600a32154ed,,JDA,J D Aviation,a0cfe6c9-e2b5-4b12-b42e-e00af74f4abf
0fc2b0a6-efcb-43a7-bc52-94077df8f67a,JH,FDA,Fuji Dream Airlines,7b9d1131-6f7b-4930-9403-d1cdd2a3bd54
0fc701fe-cdfc-49a3-ae8b-786515dd7461,VC,SRY,Sterling Airways,c4be09d8-a952-4f14-b7c9-5f754d20db98
10692556-dc62-4bdd-a87a-ca5b2669da87,,NYB,Belgium - Navy,36d6c34a-1001-4681-b2f0-e49769b7244a
10724ba8-208d-4527-b510-04ce6eef2748,,SRD,United Kingdom - Coast Guard,c95afb73-8896-4a4b-af81-483d23915bb3
1098820f-a1b5-4a31-86f6-1b5195393438,,NAD,Tinadar Jets,c4634b88-21c4-4a9f-9246-4656498dfba6
10a025ba-66a7-4385-b9f5-052c204efd0a,AN,WSN,Advanced Air,098d78e7-0916-41ec-9e1d-a59779105abe
10a4e714-8370-4eb3-8ac4-6670fed03095,,SAF,Singapore - Air Force,0c730dd2-fd3a-4fb5-bcf2-c09f197532cc
10b48877-af27-4980-8334-34d2f9c3f53b,QE,EFA,Express Freighters Australia,eac44a30-be6b-4656-8ab7-b3491d50f865
10d89a64-4de6-4ffb-b1d4-751bc751bba0,TU,TAR,Tunisair,325b2bf4-a682-40a1-ae0f-fc03ce29dffe
10dbfd6d-8ba7-45ae-9dab-f9fd19e672de,LK,LLL,Lao Skyway,f7b66762-95cc-4822-9dee-3f98e7cc0c83
10e3cf35-d94d-46d6-9969-64ec3858cbae,OY,DXE,Dronamics Europe Airlines,1eb4c20b-4f64-4249-bb68-0d83b74502af
10e73b4c-3da0-474e-a54e-9d99500f2959,J3,PLR,Northwestern Air,61fa880c-e27a-40fa-b4b6-da12434f36fe
1127061b-85cc-4299-80f4-32c101a38555,RD,SNA,Sky Cana,325b2bf4-a682-40a1-ae0f-fc03ce29dffe
1135c7e4-99a9-40ba-ba3b-33315db1a87f,,FSU,Fly Sky Airlines,e3e700ff-ac8c-4aee-bc19-2ec23ee5c700
1166574d-92d1-4cb8-a26a-93ecffb1f8cf,2W,WFL,World2Fly,699f348d-3071-43cd-a452-523c226912ca
1176c74f-96f0-4780-832d-0a13ccbabf34,DD,NOK,Nok Air,33947f2a-dc5d-44ef-834b-63dd3c02e618
126458fc-1063-47cc-b44b-c84c930fed32,1I,AMB,DRF Luftrettung,2f236568-8167-4159-b1a5-e17f2e2fb83a
12b1e39a-e0b6-4cfb-b624-9b8ca5de442c,YG,HYT,YTO Cargo Airlines,e3996312-9e3c-428f-ab84-68d8128354ca
12c93044-2ec7-47b8-b5b5-289ca1e49649,,RSP,Jetsuite Air,098d78e7-0916-41ec-9e1d-a59779105abe
12dde009-a772-4f86-811f-1f46ec6ebff7,D3,FKH,Fly Khiva,64e5cee1-96a0-4b1f-9f15-fd8f29fe491f
12e8cee2-c794-4e8b-b314-2559fc228e05,,HLE,United Kingdom - Air Ambulance,ad24db36-44d0-4dd9-a582-51169b2f5811
12fc364a-28e4-4695-91cd-0472d989bf5b,,AAO,Alpha Aviation,f7b66762-95cc-4822-9dee-3f98e7cc0c83
1344a1e2-f542-49b7-a259-a329b86c7219,CD,CND,Corendon Dutch Airlines,5f1cf5a0-a12c-4e71-a2e4-364ea018f13a
134d015f-b6cd-455f-84ba-63f20dd76dce,,MRA,Martinaire,d29651e4-10d6-4c9c-9105-4cc1a1eafcc7
137986f5-42de-494e-b92c-53d018dbbffd,ST,STT,Western Aircraft,a344d354-999e-471c-8847-6ff9543f167c
137c5761-2c00-46f7-88d6-757b83b04ba6,IR,IRA,Iran Air,45576e2d-59b4-40f6-8346-362caebefa0c
13852cf7-e215-4afc-9709-ed5dc1cd91d1,,MIP,The Mitre Corporation,03b894cd-4588-4bc2-9f05-9c20bce8c54e
138700b2-6cd4-4e62-8c52-4003d9f2bb69,,EDC,Air Charter Scotland,7b9d1131-6f7b-4930-9403-d1cdd2a3bd54
13a2e178-0029-4a29-988b-e173f4855006,,UNI,Unicair,64e5cee1-96a0-4b1f-9f15-fd8f29fe491f
13b92d32-1f8f-4d3d-bce8-91e7742771df,,SVL,Alante Air Charter,a344d354-999e-471c-8847-6ff9543f167c
13c9562f-f584-464b-b187-d96be5a6885c,,NCJ,North Central,afdd12e8-2a59-4389-8741-3a7366506719
141034c6-8e82-48fd-8e0c-976355a54872,,JPM,Jetspremier,c2a27bb1-1825-4901-b6a3-8eee9ed6d292
14162af1-1c8c-442c-8d47-624f346bcbb8,Y7,TYA,NordStar,afdd12e8-2a59-4389-8741-3a7366506719
14270765-974e-4678-a683-5ae20d35b7f4,,CNA,Canavia,a5012248-47a9-446b-9c50-dd024dbf9cf7
14355718-fa44-40b1-8bcf-982934282380,K9,TEZ,Tez Jet Airlines,6afc6d70-2dfc-4a00-bf88-9939c0b5e481
143d26bc-c29c-476c-b2ff-b64ba52d3dee,JZ,JAP,JetSMART Peru,fa0e86e2-0f72-4732-b836-d6e783ab5b12
14516704-e792-4f2c-99b0-f4fd8e3305b2,,PFY,Pel-Air,2aa2a4a2-c9d9-4109-bf08-f482feb0641b
14720b65-e12d-4799-a456-994cb1dc4564,,QJE,National Jet Systems,2f236568-8167-4159-b1a5-e17f2e2fb83a
1479b3e7-d060-48e0-994e-1d73b35bc629,5S,GAK,Global Air Transport,a5bd5277-33ca-4ac1-ac3c-3da58988b89a
149406ca-5edd-401d-9054-2a50f62f5424,,RNG,Renegade Air,bf6f553e-9f90-437a-b5a9-3c2ca303b661
149bd073-05a9-4e71-919e-d90f1b1c9ca5,,RDK,Memorial Hermann Life Flight,a344d354-999e-471c-8847-6ff9543f167c
14a369e4-d075-4f4d-924e-8a2d2293fc50,,GAG,Greybird Aviation,64e5cee1-96a0-4b1f-9f15-fd8f29fe491f
14ee8879-5981-4ed5-98b9-3373bc046981,0A,SUL,Asta Linhas Aereas,c95afb73-8896-4a4b-af81-483d23915bb3
14f3a16b-c285-4c0b-9af7-06e9c4548e94,6J,SNJ,Solaseed Air,70a58408-37cb-44e4-b098-cb3410b096db
1509913f-ebf0-419d-8629-7742b8fe9256,P4,NSO,Aerolineas Sosa,9dc4ba5f-af78-43b6-ac08-9e3f6e84ea1b
150a7d18-3b74-447d-9c92-dc77eaefd214,JR,JOY,JoyAir,a26cebc2-4bcd-4396-9b2d-782519a91ff2
1511783e-54bc-4f05-9522-68442486b59e,,MRJ,Meraj Airlines,18632bfc-8cf7-4104-9799-2be2b847d31b
15147fca-fc7b-42fa-943d-8627f79e5cc2,ST,RTL,Air Thanlwin,f9be3175-950c-4970-b960-ac852cc2da91
153b4bda-4c3f-450b-9f57-52dbbea8509c,,PHM,PHI,cc064b7d-3089-4c69-b2f5-b47cf83ac4a4
154a79ab-18dc-4ae6-8d5a-dfdcac290277,,PLC,Specialist Aviation Services,c67908b8-cc77-4610-8452-a790dcd76c35
15589f79-5b76-4617-8828-1d6ae4d17f9c,RV,ROU,Air Canada Rouge,33947f2a-dc5d-44ef-834b-63dd3c02e618
156455d8-af2d-42f6-bb34-473f1d42429b,,DML,Getjet Airlines Latvia,f7b66762-95cc-4822-9dee-3f98e7cc0c83
158d2f38-1e35-46a1-9fb0-98256797c022,,WMA,Makers Air,0c730dd2-fd3a-4fb5-bcf2-c09f197532cc
15a93b5f-062a-48b6-832a-18e6b2335cd6,OL,PAO,Samoa Airways,2aa2a4a2-c9d9-4109-bf08-f482feb0641b
15bc847d-6918-4e0f-8a62-a5688df78d6d,,FGB,Air65 Aviation,ab6545e3-dffb-493a-aa02-16473dbc4c68
160dd1be-680b-40e4-bdae-260cd89570d7,,VJT,VistaJet,ad24db36-44d0-4dd9-a582-51169b2f5811
16365ac0-5b50-41ee-8589-148053bc4b7d,RA,RNA,Nepal Airlines,307bbd25-f36a-4632-bb19-867776e5f4d4
16612bac-842f-4c56-9d53-c470934a6ea7,B0,DJT,La Compagnie,c95afb73-8896-4a4b-af81-483d23915bb3
166b3c23-5cb0-47f2-b211-07a0fffd06c9,,GRV,Epsilon Aviation,7a9f5283-9df2-4c23-a512-032f694a1010
166e661c-55a3-4eeb-856f-ffbf7cbc03b0,,WSH,Westair Helicopter Saudi,ece7cc95-414a-40e6-81a9-1e1328a9a53e
16db7e53-58d6-4b9c-844c-fa4a9961c66b,,QAJ,Quick Air Jet Charter,60206718-346a-4a12-b63e-90ddcc1afeb7
16fd10fd-14ba-4e0a-a3f0-b2e3d114762b,5Z,KEM,CemAir,f7b66762-95cc-4822-9dee-3f98e7cc0c83
17095fbc-de80-4f08-b3ee-90c0db4d8477,TD,TBC,Tbilisi Airways,cc064b7d-3089-4c69-b2f5-b47cf83ac4a4
17205a25-aa95-4427-a199-5bce76ecb871,,PGC,European Aircraft Private Club,bf6eb564-8fe1-44bf-900c-1a9c920708da
1734b786-89ac-4d0f-9c37-3267860cc055,,CFI,China - Civil Aviation Administration,7b9d1131-6f7b-4930-9403-d1cdd2a3bd54
17577fc0-4c38-4bb2-804c-bab95d5e98dd,PQ,SQP,SkyUp Airlines,43001143-6340-435a-b903-7efb8a27f1a9
177c1cbd-6a37-4d6c-8831-963f5520c324,,TOG,CSM Aviation,b247e602-567e-433d-94bf-53872a313b2f
177f404a-33c1-457c-9f87-7d5b9c6c2fea,W9,WUK,Wizz Air UK,2f236568-8167-4159-b1a5-e17f2e2fb83a
17fee0cb-a153-4ad1-be3c-62a899512503,,JTZ,Nicholas Air,325b2bf4-a682-40a1-ae0f-fc03ce29dffe
18084786-d281-4503-8386-efc676041d4d,OO,SKW,SkyWest Airlines,a26cebc2-4bcd-4396-9b2d-782519a91ff2
180db0dc-499b-45b2-b818-ad298e7da87f,YC,LLM,Yamal Airlines,7a82e98c-21de-47fa-9cf3-a64354477064
1823cf3d-90f3-46a4-8067-c2758d628c8b,,XGO,AirGO Private Airline,eac44a30-be6b-4656-8ab7-b3491d50f865
