id,alt,iata,icao,lat,lon,name,size,city_id
01e43b20-5e48-46a4-adb1-90eb31c6c7cd,282,TKG,WICT,-5.2425,105.178886,Bandar Lampung Radin Inten II Airport,4339,b47e21f3-31a0-4bd5-bca7-54ee89c62ba1
01fc0065-8ffb-44dd-bb9b-4d68cc0cdc17,461,WIE,ETOU,50.049801,8.3254,Wiesbaden Army Airfield,681,36248dab-d8b5-47ad-a4d5-9884d2e14f3a
02003724-fbd3-4418-aedd-6da6d4aa4bac,7261,LTI,ZMAT,46.650002,96.416664,Altai Airport,70,59906a5b-bb1e-4454-961a-5a90c280d7a1
021cc8af-c9a8-441c-bb14-26def7ffd7f9,734,PXH,YPMH,-29.716667,135.521667,Prominent Hill Airport,747,97b940f3-767b-41bc-b562-0d12879eafb8
0221a406-8d4a-412a-87ab-0d426aed6d4a,101,HAD,ESMT,56.69112,12.82021,Halmstad Airport,1188,a50f7199-7971-4a29-942c-c064a85c00ee
023099b6-972f-428d-94e1-a84f4260a736,126,LBT,KLBT,34.61404,-79.060112,Lumberton Municipal Airport,748,125cbaeb-ebbd-40ee-adbd-8ac71282ff4e
0236a981-a6f0-496e-9278-6e1d2fc31aab,22,LNU,WALM,3.576389,116.618332,Malinau Kolonel RA Bessing Airport,351,5ca34b39-5075-4068-ac81-4f195d96fff5
024a235f-ba75-41cd-b70d-bb2e12c2c202,155,ENK,EGAB,54.39888,-7.65166,Enniskillen St Angelo Airport,140,9f308d65-1c06-4442-9528-fff7286f337b
0250e357-4330-4405-b354-5092fb2ad9ba,495,BXP,EPBP,52.003056,23.143612,Biala Podlaska Airport,4,93a16657-93b2-46e2-8db6-38a4cac366d3
0266819c-df70-42fb-a876-cbc63371a375,4518,TMR,DAAT,22.81146,5.451075,Tamanrasset Aguenar Airport,1393,20595d12-62b1-4c26-abdc-6ad216940e2a
02705d79-43c4-465f-bfd5-c70997a65b0a,399,RMO,LUKK,46.927738,28.930969,Chisinau International Airport,17224,f3962b11-b2f5-4f50-b0c3-a3942a103c52
02ac7750-8a78-43fc-a846-41bf9fe2d867,15,VTZ,VOVZ,17.721161,83.22448,Visakhapatnam Airport,9989,389bea5c-37e2-430a-9e01-9a42011920d9
02c6151d-9e6e-42de-bc70-1799dff1eca3,86,GRW,LPGR,39.092159,-28.0298,Graciosa Airport,1123,ef3f89b9-b911-4b5f-841b-4508dd52abd9
02e93ac9-7676-4685-9d99-47a25c1f0922,4198,TNR,FMMI,-18.7969,47.478802,Antananarivo Ivato International Airport,7040,00fb5bfd-7fc3-4d47-b533-e9aaaed3d2b8
02e9fd5d-14ab-4c2f-bb27-5a9fc81ec966,180,TER,LPLA,38.761841,-27.0907,Terceira Lajes Airport,7947,4cee146b-12de-44d8-863c-13fae067b9fb
02f04261-3986-43a7-b715-d4b85f17768a,940,MJP,YMJM,-34.265301,116.139999,Manjimup Airport,98,98e53812-7cfa-4ad0-b0fc-b19f860c94a4
02f524d2-4dd5-46b1-931f-788807985b3b,553,WPK,YWMP,-16.659031,143.999619,Wrotham Park Airport,75,6955731b-5b5c-4899-8cd4-40723a146536
02fb130e-f0a5-4a01-b6cf-b5c95c45b33b,9,MEQ,WITC,4.040779,96.253479,Meulaboh Cut Nyak Dhien Airport,103,3ffeb1ce-9a49-4336-af53-79a22dfd2682
032063aa-0053-44f5-8726-d9ab817f6371,10761,DIG,ZPDQ,27.793333,99.67733,Shangri-La Diqing Airport,2735,d1d8a4a5-02bd-4f0f-9ddf-37f08ab52046
032906d9-0221-4488-b40e-d05bfa252853,143,KHN,ZSCN,28.865,115.900002,Nanchang Changbei International Airport,42739,93c3af85-ddb5-4d1a-85a5-ebfc6687823f
032fd035-da3b-49bf-b1b3-c371cdc66f87,1494,WRN,YWDG,-30.032337,119.38649,Windarling Airport,298,ca7427c9-c15e-4aad-8a9c-9e692d22fe8f
034a1042-8686-4d31-9fe5-72a7402f53d0,2384,MYQ,VOMY,12.229991,76.653,Mysore Airport,669,cc10f9aa-2cfc-4421-a1b1-45355e7c8e90
034fe61c-e93e-41b8-a781-7a191d4bc32c,3857,CTB,KCTB,48.608349,-112.375999,Cut Bank Municipal Airport,452,cdcbb627-663c-4f45-b90b-5b97969f1ac1
035ce33d-d341-411d-93bc-f024648bcb2e,5,ASD,MYAF,24.69828,-77.795601,Andros Town International Airport,1085,6f315c75-0545-4299-a98f-cec10aaf63a9
036ad7a1-1c2c-4648-899a-23f0cf446893,4364,ULN,ZMUB,47.843048,106.766602,Ulaanbaatar Chinggis Khaan International Airport,185,1cc92ae4-1c4d-452c-af71-a31ad0541e06
036ba217-636f-423e-ab44-6145da104dd2,272,VNS,VEBN,25.45208,82.862297,Varanasi International Airport,11913,af14af80-21af-4e5b-80c4-6c601bd5540a
03749095-5bd8-4931-92b7-4288478cdadd,2091,BYP,YBRY,-22.673889,119.166115,Barimunya Airport,1100,f1b2f030-c784-42f4-87b6-c458dfcbe431
037a72fb-fa87-4799-9457-fc9039961fc2,264,SRC,KSRC,35.25,-91.73333,Searcy Municipal Airport,1458,2aa07bd0-bd6f-4e90-b7d2-d4033d7d3fd0
03852e0e-240d-43dd-9bf3-6fc3b861ccf3,12552,JUL,SPJL,-15.4671,-70.158096,Juliaca Inca Manco Capac International Airport,2191,85a69e24-5415-4ca1-8d1a-2b0186bb556b
03987d6d-bc07-4c0d-bf29-abbb6f9541ea,113,ORL,KORL,28.54546,-81.332901,Orlando Executive Airport,19349,85a3cac4-feb1-4f69-af71-107da4ff747b
039ea27e-22bd-4904-86b0-618d7fa18311,5241,DLN,KDLN,45.255402,-112.553001,Dillon Airport,669,a48402c1-4fe6-4e8c-8a2b-94b62da957d8
03a31549-73e0-4487-83b2-e808ee1b23ea,47,MFV,KMFV,37.647095,-75.76091,Melfa Accomack County Airport,450,e55846e7-5e66-4bfd-b57a-2cc9da676bf3
03aa15f0-60eb-423d-bdcf-978348607c07,2182,VGT,KVGT,36.210171,-115.190826,North Las Vegas Airport,10432,7ad99787-c7ad-4321-b100-29526d83459d
03b1474a-2c50-4879-b002-61924ad36ed9,623,ACB,KACB,44.988602,-85.198402,Bellaire Antrim County Airport,605,96b0dfb0-3f78-401c-a7f7-1efc6784dd9a
03b8270b-b2f3-4094-af57-7a87c3910538,400,BNX,LQBK,44.941441,17.297501,Banja Luka International Airport,1784,492e03de-91ad-4976-9c73-9d1b5cc0c516
03baffd9-28be-46d6-a6a3-6d89e06f0de9,4848,TIF,OETF,21.48341,40.544331,Taif Airport,4428,404f0a1a-dc79-44a8-af94-3e19f0f0ff14
03c10dfe-db82-4fc5-affb-bd7776e2cc6a,1882,MZJ,KMZJ,32.509842,-111.325302,Marana Pinal Airport,991,1916ab21-120d-4525-a550-45557516813e
03ca2e30-91f6-4cd7-bd33-0d4a7f3efa9e,224,MUN,SVMT,9.749067,-63.1534,Maturin International Airport,1269,11168951-0385-4725-9b0a-6754963fda2a
03d75d0b-bd3d-4373-87ba-5a58ee337a21,21,BBQ,TAPH,17.636065,-61.827099,Barbuda Codrington Airport,32,a8965f8e-0b19-464b-b441-3fc3b78d73bd
03d7f905-1561-46b0-8948-f611d114abc7,2561,HCA,KBPG,32.214962,-101.521271,Big Spring Mc Mahon Wrinkle Airport,360,ef7c35df-4d33-4091-a18a-7fc87d09ecc2
03d84c72-5fe1-4d2b-bbc4-7015b3dfe2d1,4181,MBD,FAMM,-25.798401,25.548,Mahikeng Mmabatho Airport,4,bc5da071-b3a3-4a0f-9be1-6a473049b82e
03d9188b-7a76-484b-aa3b-83b92866c1a5,942,KMS,DGSI,6.714564,-1.59081,Kumasi Airport,4255,1bbf72c2-509f-4fa5-9528-bea2194f8615
03da4363-ba8f-4b04-9043-15e50423e345,986,SWO,KSWO,36.15889,-97.085556,Stillwater Regional Airport,7143,84a2e4cb-628e-434a-b447-56968425af7b
03e35937-e7f6-4de0-a4f4-c504ff110922,1478,DVT,KDVT,33.688332,-112.082497,Phoenix Deer Valley Airport,11327,bed24c44-a767-48d2-9b14-c9e209bace7f
03eccb51-4d26-4d19-8bfb-5cfbbeb3634c,4055,JMJ,ZPJM,22.415833,99.786392,Lancang Jingmai Airport,671,27a73348-7d00-4997-a7c7-b4292fbba3af
03ffed94-5860-4df8-b25c-4e6751806570,1201,SHD,KSHD,38.263889,-78.896667,Staunton Shenandoah Valley Regional Airport,2971,17cbdba7-263d-4ce3-a0bb-81b7b81a12ee
040c4f9e-8cf8-41cd-a544-a72311eef0ea,1657,AJY,DRZA,16.96599,8.000114,Agades Mano Dayak International Airport,217,18fbe6bd-996d-4176-87fc-2f90e98f0dc0
04187e03-1cca-47cd-919a-fd3fc63f407a,6609,GCN,KGCN,35.951942,-112.147499,Grand Canyon National Park Airport,4715,c895ec27-134d-454f-91b5-2b2906a07af6
043682ad-665e-4108-b2b9-6245839c2bb9,1015,GRK,KGRK,31.067249,-97.828903,Killeen Fort Hood Regional Airport,2594,88114474-e134-4619-8a86-135ab5f9b10f
04408b74-6de4-4fa6-96d0-03e98e7a198e,747,UKE,VEUK,20.097393,83.183151,Utkela Airport,660,9389c2a5-8b21-459c-8370-1ed4f22d60f5
044589ad-cb39-4a38-8ee5-15a5ac6a62b3,8,PHB,SBPB,-2.894273,-41.730507,Parnaiba International Airport,381,5eb1f40c-0303-4b9b-ac0f-8bdbad5e4b86
046212fe-8858-46bf-bcae-96378de8a3ad,15,DGT,RPVD,9.333714,123.3004,Dumaguete City Sibulan Airport,2459,778ab3f5-49f4-48a8-994e-19dee8d8249b
0462de92-893b-4d36-be86-00c8d38d2f4e,177,THS,VTPO,17.223057,99.82222,Sukhothai Airport,767,e2fbe222-42ad-4c9e-b0c3-797cb48eaad8
046c0ec7-a798-4e52-9958-020f531d1e73,184,TFF,SBTF,-3.38294,-64.723999,Tefe Airport,548,dbdd6829-8e74-4309-8cfa-ac1e9535e8aa
048416fd-a5b4-4706-8350-503baeb80cb1,74,SQW,EKSV,56.550201,9.17298,Skive Airport,136,ecbb284a-c1c9-4df4-90a4-afbeeb0b2ace
0485fe18-b340-44ae-a71c-71df8cd55231,90,VER,MMVR,19.145929,-96.187202,Veracruz International Airport,7333,e8d09964-7e8e-46c8-85cd-994639577ce0
048c3eaa-d1db-4f2d-8345-09d57ac7703a,734,YNE,CYNE,53.954166,-97.845833,Norway House Airport,128,267a5e71-d985-45c5-9cda-339c8414715e
04b26d71-af6b-4769-9266-bc5584d10466,31,KLW,PAKW,55.579048,-133.076248,Klawock Airport,5702,8b7c063b-dd9d-4306-85dc-547d7b1c7e7b
04b4b719-40b9-429d-8314-eee69bed42bc,3381,KYA,LTAN,37.979,32.561859,Konya Airport,2902,61242ebd-8a73-4181-bf96-98927ac5c131
04b74844-53e8-4e83-9019-474784feef55,929,HGN,VTCH,19.301661,97.974998,Mae Hong Son Airport,142,6779ad5c-4434-4289-ab86-8df69569f7b0
04bc77a8-a81f-4772-ad5d-f9e895081b19,1604,COR,SACO,-31.323601,-64.207901,Cordoba International Airport,10469,e1cd40c6-5c3e-432b-b2d8-b3c42a45253d
04d35384-e8c8-486b-a219-e171d0b927b6,10900,JAU,SPJJ,-11.783333,-75.47361,Jauja Francisco Carle Airport,600,cedf22cf-1222-4d7b-9e83-c19594f82ca1
04e331cf-1e10-4c6a-947d-306ebec8e670,123,YVB,CYVB,48.07111,-65.460281,Bonaventure Airport,834,88e2df7d-a8bb-4d89-b4dc-667c27652e1a
04e9d821-dcc8-4a97-92e2-92c9507a26c6,3,IFU,VREI,5.708056,73.025002,Ifuru Airport,645,f51417ed-5c7e-4b14-a35d-e59219590971
04f7a165-8777-445e-8d01-e2e4bdd5205b,73,VKV,ULAH,64.441689,40.422092,Arkhangelsk Vaskovo Airport,70,244ea740-fcaa-432c-ae29-29c5ab1bd5a5
04fa7365-d376-45ed-a792-463d0e4a0a8a,995,KTW,EPKT,50.474251,19.080009,Katowice International Airport,28744,0b9048d1-d156-4d3b-a901-740a38abd533
04fd582d-9555-48be-9e1e-88ae3463a641,4024,SHR,KSHR,44.774166,-106.977219,Sheridan County Airport,2530,ed8bd0d9-5dca-4e0c-ac0f-d2075591bdaf
04ff5dbe-d865-49b2-b6b1-5c7125406ec8,262,JMU,ZYJM,46.845394,130.455414,Jiamusi Dongjiao Airport,3521,2de6875e-d66e-4e92-8f5d-20952996fed2
050d7a65-32f9-4f8d-a4d9-f97d1d656296,1095,YHP,CYHP,52.1133,-94.2556,Poplar Hill Airport,478,930cc63d-2819-4081-a157-d656d29cbfdc
051635fc-e02b-4a74-8947-2ac30795efe9,4251,MHU,YHOT,-37.047623,147.334106,Mount Hotham Airport,13,3759a727-1597-43be-a6fe-7b65a85f9dd2
051d4e05-0ebf-4d87-85e2-2f6de131f88f,2191,MOC,SBMK,-16.7069,-43.818901,Montes Claros Airport,2453,c74c8cfd-dc7d-4a35-9f84-0138082defec
052cf2e2-5712-4b77-9b70-8fa2dc1ee864,154,LCC,LIBN,40.238712,18.133364,Lecce Galatina Airport,82,0022631e-c91d-431f-bb5e-70ebdcd4fbfc
053ee746-6909-4eeb-abb8-267cbcebdbe4,604,LCJ,EPLL,51.721882,19.39813,Lodz Wladyslaw Reymont Airport,2415,4b28200f-0d8f-4649-ae8a-2abfd0c82418
055cb27f-58e7-47db-853d-1c45e08b3dbc,659,LGG,EBLG,50.636379,5.442778,Liege Airport,20863,c9eb29dd-5ded-4749-8a7f-19230a0389fc
05621ef6-5c4a-45be-9361-88f308b99d2d,761,PLX,UASS,50.351299,80.23436,Semipalatinsk Semey Airport,791,18a0275c-bb4b-45dc-a6c9-fce014cbc542
05a071d1-624b-4894-b3f2-0b8f43c9efba,98,JGS,ZSJA,26.899721,114.737503,Ji'an Airport,5528,d89cb88c-8628-4c1f-a7d0-d419059f3a4b
05a34bfd-d4f2-4387-aadf-aaac2bdda9c2,413,PPK,UACP,54.774349,69.18399,Petropavl,570,8d83292d-195e-452c-90c0-fcf7b7fd694f
05a3fbfd-1188-46d1-b30f-f251a0acdfb6,68,QBS,YSKR,-11.866466,142.009842,Skardon River Airport,699,a673be39-205c-4f19-848e-973056de77a6
05a4eeef-f6c0-4c9d-be3e-5e645d45ae27,495,BUD,LHBP,47.436932,19.25559,Budapest Ferenc Liszt International Airport,66690,dcec47ee-18da-412a-9543-b749308219ed
05aae6de-cb66-4348-a5e7-adae48fcdfbf,-1,HDG,ZBHD,36.523888,114.43,Handan Airport,3355,7d2753a3-281b-420b-a555-64719215d785
05ab2863-bbd1-4509-84f6-7f6d8f4daebd,50,YNC,CYNC,53,-78.816666,Wemindji Airport,223,d163034e-d226-4541-927b-27cd9a782f95
05b2a7e8-b329-4837-ad84-2b76427f9a2b,2221,MJM,FZWA,-6.12123,23.569,Mbuji Mayi Airport,836,2a11ab06-cb49-4960-89ad-047505a7e450
05b94122-19bf-4539-b033-4899d0b006ed,67,UUK,PAKU,70.330803,-149.598007,Kuparuk Ugnu Airport,876,a82fef4d-cad8-4a2c-96a5-e9e474806203
05dbba45-aeee-47f9-a833-73ff2c4f3224,246,NCU,UTNN,42.488411,59.623249,Nukus Airport,1143,f8b41f65-bcce-4c54-8219-60e2362ce01c
05e07c28-3100-42b5-b1e2-09c87f27f6dc,10,PTF,NFFO,-17.777901,177.196701,Malolo Lailai Airport,65,35a68a1c-2162-4e81-920e-a6eb42ee7554
05ea6df1-fae3-4b24-a6a9-245c00c2e744,1421,YZZ,CAD4,49.055473,-117.609184,Trail Airport,724,59dd67a3-01b1-4f22-ab64-594f0f95ca68
05ec1f80-5abb-42cd-b269-8ac8a438b2b8,157,QEV,EDLS,51.995277,6.843333,Stadtlohn Vreden Airport,744,fbbf4739-bbd9-49f1-89f3-9a599d9bae89
05f9ea25-294a-4e0c-b9ec-7c3d3775244b,243,HOV,ENOV,62.182999,6.067,Orsta Volda Airport,3449,374807b1-85aa-436a-b88d-7fb048d5932b
05fe5c1d-39da-4c08-aaf8-d4783c627dce,9,NEW,KNEW,30.039444,-90.026665,New Orleans Lakefront Airport,7742,26494edc-0442-4586-b145-9e62e6d8d36e
06021a17-212c-45c7-9368-b371ac8787cc,869,CID,KCID,41.884682,-91.710701,Cedar Rapids Eastern Iowa Airport,13129,59e47f13-9d9c-4130-8422-ddad1f0dc94c
06100616-628f-4e24-a368-4eb5d609c180,59,SVA,PASA,63.68639,-170.492004,Savoonga Airport,1172,3e79ca36-28ca-4092-8ef4-57ee8a2cdbcd
0612b0b1-00e2-4060-957e-c6d86915fa09,713,YXT,CYXT,54.468498,-128.576004,Terrace Northwest Regional Airport,4164,8f731db9-4d12-42a6-a760-51b9cfa3fd75
06203649-6d1e-42a9-b0a5-75e50cfb9ea9,10,HOI,NTTO,-18.0748,-140.945007,Hao Airport,252,4c6058fb-919a-4e31-8ba4-2db45e10119c
06274619-e267-4d8c-b290-471c24f17f81,684,TKY,YTKY,-17.040615,128.206009,Turkey Creek Airport,171,6dd021f5-85b3-4ec4-9bb3-78b06db6dde9
0629ba63-33bc-4834-8714-6655551aa16d,312,NYU,VYBG,21.175343,94.928322,Nyaung U Airport,792,357f3b63-2831-491b-b7a0-39aa62d8b3dc
06377c6a-d880-4085-a8ca-90b071851cef,1390,MVR,FKKL,10.45139,14.25736,Maroua Salak Airport,275,7b1757fb-73e5-4898-920f-278f537105ff
06392d6e-583d-4ca2-8472-b4906b2cb5a5,247,RJB,VNRB,26.508841,86.737251,Rajbiraj Airport,319,7e05f9ec-1efd-4663-8d41-4a2070943702
063b003a-2d8c-4c47-aeca-e79aec11461f,60,MFA,HTMA,-7.9175,39.668331,Mafia Airport,1914,dc17226e-df6d-4dea-94dc-102408145124
0651da9d-15ec-471a-994b-eadc7262e5db,446,NOJ,USRO,63.183056,75.269165,Noyabrsk Airport,1450,47974bb2-417d-4d4d-8259-0826c4cc222d
06543469-cf79-4b0d-a338-71d9deacc1ce,29,UBU,YKAL,-14.2883,126.632004,Kalumburu Airport,642,f044ea6d-8601-48db-b1cd-95baab949319
065c0fd4-15ef-428a-81e4-70e52a804e83,138,ZUH,ZGSD,22.00666,113.376297,Zhuhai Jinwan Airport,43233,f9cb8eb1-09d1-485a-b010-719edb85c77b
06757b80-7e6d-4cc0-b8cc-78d069de92d5,5140,EKO,KEKO,40.824909,-115.791,Elko Regional Airport,2475,03d3abfb-cb64-4706-aa68-2492a02918c5
0676cbfe-5ab4-4c89-8fca-ab1d8e474501,1604,QBI,YCAI,-30.120394,120.570854,Callion Airport,191,6096405b-ad97-47cd-a46a-fe69525bc987
0676ed4b-172c-401a-b257-862f6c8f51dd,270,OXF,EGTK,51.836941,-1.32,London Oxford Airport,6526,e739cf36-9a49-4ba1-9f42-4f16984d02d7
0679a1c0-dc71-496b-886f-63622e144c27,2327,CJF,YCWA,-22.965,118.809998,Coondewanna Airport,1050,7e042b7b-0aaf-4152-996b-910ec3463bb1
067b44d3-13ce-48a9-8083-3510aaed201a,20,IBZ,LEIB,38.872849,1.373117,Ibiza Airport,56574,aac6e9ab-c785-4634-a3a2-23128686461e
067d3c53-39a9-4b67-beb5-6315c58e6053,1972,JJM,HKMK,0.165006,38.195026,Meru Mulika Lodge Airport,1711,5f272bce-d980-4e69-8001-ebcd11018135
067e4e24-e7ea-43bb-ab1c-0e72631f8004,172,LPI,ESSL,58.406151,15.6805,Linkoping City Airport,1498,577230ff-0d8e-4c7a-a635-ec566be8d2c8
067f0efc-ed5b-4701-aa3c-5b86afa563ae,3571,TWC,ZWTS,39.888268,79.234367,Tumxuk Tangwangcheng Airport,3107,c415b0d7-2144-491e-b4bc-71ccff45083e
068b382e-db4f-4123-bf40-1fd775a8a2f0,1497,PDT,KPDT,45.698334,-118.836113,Pendleton Eastern Oregon Regional Airport,2142,daf96040-3c1c-4eeb-ae33-99c353bf9827
06a320dd-a552-4317-9c82-b4a49c7e1773,305,WHO,NZFJ,-43.363503,170.134781,Franz Josef Airport,253,135bfd30-a957-4c44-8e20-97e554e6b388
06b59b43-811c-4d3e-b74f-2b5f58ffec6c,627,LRE,YLRE,-23.434099,144.280197,Longreach Airport,1230,145b5b7b-0481-47c1-bd6f-5c095697bc75
