id,name
eb25da23-c660-4aac-8a9c-ba8902e28e94,Hungary
ec9bc586-ad37-40ec-a3d5-ab87f113ccc3,Turks And Caicos Islands
edba1e14-46e9-42c8-bcd0-79d54753bec4,Cayman Islands
ee70e3e6-dd1a-4b8a-ab92-839b0884fdd9,Kyrgyzstan
ee9e1349-55bf-4077-a11f-eeb0bd5ee2c8,Saint Kitts And Nevis
ef4df9fd-84b7-4a2a-9879-90d2a201bb63,Norway
f537998e-e143-437c-928d-13ee2d27c9d8,Spain
f5614af1-c917-4496-b773-74a8b62be004,South Sudan
f684a18b-3bab-486e-9960-d95cb73acaf1,Equatorial Guinea
f706bbd7-ce5c-4051-84db-a3f2a568722a,Micronesia
f7159cca-38b1-429f-9a21-28ba69c6ce5a,Jamaica
f75d59d3-9a06-4899-903a-de873cfa6758,Madagascar
f7c8ea51-1f6d-443e-910e-fd6e312e5c45,Comoros
f82e82c2-4e8e-479f-9348-7cf71b118bed,Botswana
fbcb2c80-7d3b-4118-91c7-b41af6338475,Philippines
fd24b487-a1ce-4832-a505-a7afcdfc50b3,United Arab Emirates
fd49554f-34b3-4cde-b29e-f1e68c8a23e7,Kenya
